seed,model,calibrator,domain,oracle,brier,ece,f1_macro,recall,fpr,precision,pr_auc,roc_auc,ppv_deploy,alerts_per_hour,mean_score,tp,fp,tn,fn
101,tree,isotonic+prior_EM,target,False,0.32784374377488235,0.29843856519169987,0.5826060944856877,0.8150437646395802,0.6430057605037092,0.6619913425629447,0.6384259124208376,0.560819683974354,0.0025337498150569647,154713.38753795132,0.7842208864898487,601627.0,307187.0,170549.0,136526.0
101,tree,temperature,source_test,False,0.06481703665231664,0.08984410514214074,0.5785840450905408,0.899362213203015,0.2842430484037075,0.993685366523291,0.9947165342599654,0.8435879424882087,0.006300850237123686,68650.89059718784,0.8954513304571431,,,,
101,tree,temperature,target,False,0.29429030943651757,0.2707337665178772,0.5598723855512773,0.7673951064345739,0.6422312741765327,0.648658150038018,0.6538861702759551,0.5788467892283086,0.0023888469467003627,154504.59362910994,0.6881675388963877,,,,
101,rf,raw,source_test,False,0.09226523927610329,0.1963104750400833,0.6235603392352816,0.9482522985173528,0.4232749742533471,0.9911046662626612,0.9923534286857054,0.7726065230711592,0.004469463064408529,102042.0670705912,0.7856553890159798,,,,
101,rf,raw,target,False,0.25118992739636736,0.26811986281358835,0.573979131815156,0.8231545492601128,0.664318786945091,0.6568920726110642,0.6840650493850633,0.5999915985089634,0.002477006907371192,159832.41486245798,0.6258718236917251,,,,
101,rf,platt,source_test,False,0.02921612904193799,0.033438913010714846,0.6050932526467224,0.9703884701399818,0.6755921730175077,0.9861947051643588,0.992353429816015,0.7726065230711592,0.0028702000541586787,162608.84142968,0.9557503422134357,,,,
101,rf,platt,target,False,0.3042833495922557,0.3116839952279361,0.57106015507526,0.8896651507207856,0.7194726794715073,0.6564287049429893,0.6840650511217858,0.5999915985089637,0.0024719338803472677,173101.3381356327,0.8473847332129034,,,,
101,rf,platt+prior_ORACLE,target,True,0.30216056417134446,0.28935527008154993,0.5743380228546985,0.8228578628008014,0.6634773180166452,0.6570964622085287,0.6840650511771678,0.5999915985089637,0.002479248940152708,159630.31962474072,0.7029771151734036,607395.0,316967.0,160769.0,130758.0
101,rf,platt+prior_EM,target,False,0.3050910519913553,0.2898577153173158,0.5718892025980189,0.8250498202947085,0.6693341092151314,0.655714282638047,0.6840650512808221,0.5999915985089636,0.0024641389219422637,161037.00376047066,0.7196370220507682,609013.0,319765.0,157971.0,129140.0
101,rf,platt+prior_BBSE,target,False,0.30653910957014396,0.29027983532297713,0.5721604893149779,0.827488339138363,0.6708307517122427,0.6558762924235445,0.6840650511755142,0.5999915985089637,0.0024659037603548374,161397.37079449178,0.728858447485794,610813.0,320480.0,157256.0,127340.0
101,rf,isotonic,source_test,False,0.02166864898899615,0.02788255454915094,0.5846661814544433,0.9739708440321379,0.7590113285272915,0.9845725529598929,0.9930735755432142,0.8129621889939531,0.0025649669336859867,182631.16173746722,0.960663418132643,,,,
101,rf,isotonic,target,False,0.2982266783889066,0.30317540683819494,0.6134217603601047,0.9877789563952188,0.7265979536815312,0.6774720465614994,0.6674198509434263,0.6125889539088621,0.0027169615126541985,174858.59295077162,0.8762503373021648,,,,
101,rf,isotonic+prior_ORACLE,target,True,0.2707662970678001,0.34432370234385884,0.5720217046124578,0.825009178313981,0.6690808312540818,0.6557885997284163,0.6674198509434263,0.6125889539088621,0.002464948282727048,160976.19750257354,0.6516791973633279,608983.0,319644.0,158092.0,129170.0
101,rf,isotonic+prior_EM,target,False,0.2667160118163495,0.3576346836309206,0.5893034065026105,0.8011469166961321,0.6194236984443291,0.6664889720384541,0.6674198509434263,0.6125889539088621,0.0025852324408895885,149047.0087889778,0.6152998799138065,591369.0,295921.0,181815.0,146784.0
101,rf,temperature,source_test,False,0.07053121371237904,0.14021356556826733,0.6235603392352816,0.9482522985173528,0.4232749742533471,0.9911046662626612,0.9923534287011355,0.7726065230711592,0.004469463064408529,102042.0670705912,0.8468045616199602,,,,
101,rf,temperature,target,False,0.30720809583791825,0.2941599242936927,0.573979131815156,0.8231545492601128,0.664318786945091,0.6568920726110642,0.6840650502031714,0.5999915985089637,0.002477006907371192,159832.41486245798,0.7073257889570792,,,,
101,xgboost,raw,source_test,False,0.10489189624786377,0.17064658346569353,0.5221671543702325,0.8193696678538889,0.21524201853759012,0.9947458394087184,0.9973895521772069,0.8991732451820937,0.007570973723728025,52052.17006081508,0.8096429109573364,,,,
101,xgboost,raw,target,False,0.2701725363731384,0.313935750416778,0.5733058441828967,0.7509567799629616,0.6034002042969339,0.6578798391145365,0.6596045596153066,0.5721972860028368,0.0024878668369903846,145177.23064888158,0.5317226052284241,,,,
101,xgboost,platt,source_test,False,0.022440480707010796,0.03183105634807745,0.6326103252842393,0.97013998177752,0.5849639546858908,0.9880214264625248,0.9973895521772069,0.8991732451820937,0.0033125598777946604,140857.94951665108,0.9562006560255187,,,,
101,xgboost,platt,target,False,0.3055542375912401,0.3139749737546084,0.6065570935681772,0.9040767970867828,0.6753960346300049,0.6740824316571179,0.6596045596153066,0.5721972860028368,0.002675363628355731,162529.87482683407,0.8607872702688636,,,,
101,xgboost,platt+prior_ORACLE,target,True,0.33144512553829425,0.3337862603574336,0.5876364529294411,0.7854347269468525,0.6084887887871125,0.666045161912902,0.6596045596153066,0.5721972860028368,0.0025800908901162938,146415.07350623616,0.7261063926626787,579771.0,290697.0,187039.0,158382.0
